label	cell_type
SC_97452_29_46	N	CM
SC_97452_12_8	N	EC
SC_97452_20_19	N	CM
SC_97452_14_43	N	CM
SC_97452_14_20	N	CM
SC_97452_53_17	N	CM
SC_97452_51_0	N	EC
SC_97452_61_32	N	EC
SC_97452_34_0	N	CM
SC_97452_21_37	N	CM
SC_97452_1_21	N	CM
SC_97452_32_23	N	FB
SC_97452_22_37	N	CM
SC_97452_65_26	N	CM
SC_97452_40_43	N	CM
SC_97452_30_30	N	CM
SC_97452_42_25	N	EC
SC_97452_38_8	N	EC
SC_97452_55_6	N	EC
SC_97452_11_21	N	CM
SC_97452_28_29	N	CM
SC_97452_4_10	N	EC
SC_97452_7_38	N	CM
SC_97452_6_13	N	CM
SC_97452_40_37	N	CM
SC_97452_19_11	N	EC
SC_97452_27_34	N	CM
SC_97452_46_30	N	EC
SC_97452_23_25	N	SMC
SC_97452_62_13	N	CM
SC_97452_1_13	N	CM
SC_97452_26_9	N	SMC
SC_97452_1_17	N	CM
SC_97452_30_5	N	CM
SC_97452_28_15	N	CM
SC_97452_55_31	N	EC
SC_97452_20_15	N	CM
SC_97452_18_41	N	CM
SC_97452_69_50	N	CM
SC_97452_42_48	N	EC
SC_97452_26_21	N	CM
SC_97452_10_21	N	CM
SC_97452_8_37	N	CM
SC_97452_15_22	N	CM
SC_97452_44_8	N	EC
SC_97452_36_39	N	CM
SC_97452_14_42	N	CM
SC_97452_40_41	N	CM
SC_97452_62_8	N	EC
SC_97452_7_31	N	EC
SC_97452_20_38	N	CM
SC_97452_64_24	N	CM
SC_97452_20_41	N	CM
SC_97452_29_19	N	CM
SC_97452_11_14	N	CM
SC_97452_66_54	N	CM
SC_97452_62_4	N	MP
SC_97452_57_33	N	EC
SC_97452_62_49	N	FB
SC_97452_21_22	N	CM
SC_97452_41_28	N	EC
SC_97452_67_43	N	CM
SC_97452_20_1	N	SMC
SC_97452_20_40	N	CM
SC_97452_54_38	N	CM
SC_97452_31_3	N	CM
SC_97452_45_30	N	EC
SC_97452_24_34	N	SMC
SC_97452_25_9	N	SMC
SC_97452_10_19	N	CM
SC_97452_3_36	N	CM
SC_97452_2_36	N	CM
SC_97452_21_36	N	CM
SC_97452_20_30	N	EC
SC_97452_16_63	N	CM
SC_97452_12_13	N	CM
SC_97452_10_1	N	SMC
SC_97452_58_11	N	EC
SC_97452_54_36	N	CM
SC_97452_69_34	N	CM
SC_97452_71_6	N	CM
SC_97452_4_17	N	CM
SC_97452_64_27	N	CM
SC_97452_20_2	N	EC
SC_97452_35_27	N	CM
SC_97452_4_52	N	EC
SC_97452_5_13	N	CM
SC_97452_12_38	N	CM
SC_97452_59_23	N	CM
SC_97452_10_17	N	CM
SC_97452_14_37	N	CM
SC_97452_17_9	N	EC
SC_97452_59_3	N	EC
SC_97452_56_0	N	EC
SC_97452_18_2	N	EC
SC_97452_23_19	N	CM
SC_97452_68_42	N	CM
SC_97452_18_43	N	CM
SC_97452_56_31	N	EC
SC_97452_21_31	N	EC
SC_97452_55_41	N	CM
SC_97452_6_37	N	CM
SC_97452_27_45	N	CM
SC_97452_1_20	N	CM
SC_97452_44_40	N	CM
SC_97452_8_35	N	EC
SC_97452_68_16	N	CM
SC_97452_35_44	N	CM
SC_97452_19_46	N	CM
SC_97452_11_22	N	CM
SC_97452_64_17	N	CM
SC_97452_10_28	N	EC
SC_97452_6_20	N	CM
SC_97452_28_32	N	CM
SC_97452_20_35	N	EC
SC_97452_58_27	N	EC
SC_97452_25_24	N	EC
SC_97452_49_4	N	EC
SC_97452_59_6	N	SMC
SC_97452_16_44	N	CM
SC_97452_32_58	N	CM
SC_97452_64_53	N	CM
SC_97452_29_34	N	CM
SC_97452_19_27	N	EC
SC_97452_28_42	N	CM
SC_97452_60_33	N	FB
SC_97452_2_39	N	CM
SC_97452_17_0	N	EC
SC_97452_65_19	N	CM
SC_97452_66_24	N	CM
SC_97452_29_49	N	CM
SC_97452_27_5	N	CM
SC_97452_3_33	N	EC
SC_97452_12_9	N	MP
SC_97452_24_10	N	EC
SC_97452_40_1	N	EC
SC_97452_36_46	N	CM
SC_97452_33_9	N	CM
SC_97452_16_30	N	EC
SC_97452_55_43	N	CM
SC_97452_66_47	N	CM
SC_97452_22_47	N	CM
SC_97452_31_42	N	CM
SC_97452_58_47	N	CM
SC_97452_30_19	N	CM
SC_97452_15_25	N	CM
SC_97452_11_32	N	SMC
SC_97452_43_23	N	CM
SC_97452_58_28	N	EC
SC_97452_7_50	N	EC
SC_97452_58_31	N	EC
SC_97452_2_3	N	EC
SC_97452_16_36	N	CM
SC_97452_51_21	N	CM
SC_97452_15_45	N	CM
SC_97452_29_4	N	CM
SC_97452_31_25	N	CM
SC_97452_1_40	N	CM
SC_97452_33_3	N	CM
SC_97452_67_42	N	CM
SC_97452_64_3	N	CM
SC_97452_55_29	N	EC
SC_97452_8_31	N	SMC
SC_97452_9_4	N	EC
SC_97452_45_65	N	CM
SC_97452_4_40	N	CM
SC_97452_41_26	N	EC
SC_97452_6_65	N	CM
SC_97452_60_53	N	EC
SC_97452_48_0	N	EC
SC_97452_29_31	N	CM
SC_97452_41_10	N	EC
SC_97452_40_10	N	EC
SC_97452_5_21	N	CM
SC_97452_61_16	N	CM
SC_97452_32_1	N	CM
SC_97452_32_14	N	CM
SC_97452_2_38	N	CM
SC_97452_40_25	N	SMC
SC_97452_41_25	N	EC
SC_97452_11_42	N	CM
SC_97452_7_46	N	CM
SC_97458_20_11	N	EC
SC_97458_48_9	N	EC
SC_97458_4_7	N	EC
SC_97458_56_43	N	CM
SC_97458_2_15	N	CM
SC_97458_2_43	N	CM
SC_97458_27_6	N	SMC
SC_97458_56_36	N	CM
SC_97458_44_0	N	EC
SC_97458_18_63	N	CM
SC_97458_6_2	N	FB
SC_97458_49_41	N	CM
SC_97458_55_42	N	CM
SC_97458_33_66	N	CM
SC_97458_42_53	N	SMC
SC_97458_25_45	N	MP
SC_97458_33_35	N	EC
SC_97458_54_71	N	CM
SC_97458_35_56	N	MP
SC_97458_2_40	N	CM
SC_97458_33_5	N	FB
SC_97458_44_55	N	SMC
SC_97458_68_61	N	CM
SC_97458_16_3	N	EC
SC_97458_30_34	N	SMC
SC_97458_14_53	N	EC
SC_97458_51_61	N	CM
SC_97458_8_25	N	EC
SC_97458_62_65	N	CM
SC_97458_16_2	N	SMC
SC_97458_16_31	N	EC
SC_97458_35_7	N	EC
SC_97458_11_70	N	CM
SC_97458_68_1	N	EC
SC_97458_45_7	N	MP
SC_97458_67_53	N	EC
SC_97458_47_9	N	FB
SC_97458_42_31	N	SMC
SC_97458_33_12	N	CM
SC_97458_20_3	N	SMC
SC_97458_62_9	N	EC
SC_97458_55_58	N	EC
SC_97458_36_67	N	CM
SC_97458_35_34	N	FB
SC_97458_46_57	N	SMC
SC_97458_22_40	N	CM
SC_97458_15_35	N	MP
SC_97458_33_45	N	CM
SC_97458_24_56	N	SMC
SC_97458_17_64	N	CM
SC_97458_40_54	N	SMC
SC_97458_24_39	N	CM
SC_97458_13_67	N	CM
SC_97458_54_33	N	EC
SC_97458_66_3	N	SMC
SC_97458_53_38	N	CM
SC_97458_16_0	N	FB
SC_97458_54_11	N	SMC
SC_97458_10_51	N	FB
SC_97458_70_28	N	EC
SC_97458_16_15	N	CM
SC_97458_13_19	N	CM
SC_97458_18_32	N	EC
SC_97458_25_0	N	EC
SC_97458_20_26	N	EC
SC_97458_50_25	N	SMC
SC_97458_15_27	N	EC
SC_97458_22_5	N	EC
SC_97458_25_16	N	CM
SC_97458_26_61	N	CM
SC_97458_55_49	N	MP
SC_97458_13_58	N	FB
SC_97458_2_68	N	CM
SC_97458_12_65	N	CM
SC_97458_68_53	N	EC
SC_97458_11_63	N	CM
SC_97458_17_61	N	CM
SC_97458_45_44	N	MP
SC_97458_18_8	N	SMC
SC_97458_17_3	N	EC
SC_97458_10_34	N	EC
SC_97458_22_44	N	CM
SC_97458_10_18	N	EC
SC_97458_25_50	N	MP
SC_97458_50_6	N	SMC
SC_97458_12_43	N	CM
SC_97458_62_45	N	CM
SC_97458_71_62	N	CM
SC_97458_33_43	N	CM
SC_97458_45_40	N	CM
SC_97458_49_7	N	EC
SC_97458_55_40	N	CM
SC_97458_52_53	N	EC
SC_97458_10_64	N	CM
SC_97458_9_61	N	CM
SC_97458_48_14	N	CM
SC_97458_17_13	N	CM
SC_97458_40_36	N	CM
SC_97458_57_70	N	CM
SC_97458_61_0	N	EC
SC_97458_3_13	N	CM
SC_97458_20_44	N	CM
SC_97458_12_50	N	EC
SC_97458_26_45	N	CM
SC_97458_11_35	N	SMC
SC_97458_12_19	N	CM
SC_97458_19_18	N	CM
SC_97458_50_70	N	CM
SC_97458_37_68	N	CM
SC_97458_15_33	N	MP
SC_97458_48_1	N	SMC
SC_97458_48_70	N	CM
SC_97458_1_44	N	CM
SC_97458_58_30	N	SMC
SC_97458_8_0	N	EC
SC_97458_22_36	N	CM
SC_97458_52_21	N	FB
SC_97458_1_68	N	CM
SC_97458_35_52	N	EC
SC_97458_25_69	N	CM
SC_97458_12_58	N	EC
SC_97458_71_8	N	EC
SC_97458_24_23	N	CM
SC_97458_31_36	N	CM
SC_97458_34_58	N	EC
SC_97458_60_35	N	EC
SC_97458_53_25	N	EC
SC_97458_24_59	N	SMC
SC_97458_46_8	N	SMC
SC_97458_11_3	N	SMC
SC_97458_44_69	N	CM
SC_97458_23_35	N	SMC
SC_97458_61_50	N	EC
SC_97458_56_34	N	FB
SC_97458_60_32	N	EC
SC_97458_25_67	N	CM
SC_97458_22_61	N	CM
SC_97458_21_38	N	CM
SC_97458_57_30	N	SMC
SC_97458_4_68	N	CM
SC_97458_3_4	N	EC
SC_97458_8_6	N	EC
SC_97458_65_16	N	CM
SC_97458_9_42	N	CM
SC_97458_22_11	N	MP
SC_97458_9_38	N	CM
SC_97458_52_46	N	CM
SC_97458_26_22	N	CM
SC_97458_30_50	N	SMC
SC_97458_35_15	N	CM
SC_97458_59_52	N	EC
SC_97458_70_25	N	SMC
SC_97458_49_42	N	CM
SC_97458_69_18	N	CM
SC_97458_27_22	N	CM
SC_97458_21_70	N	CM
SC_97458_19_65	N	CM
SC_97458_31_5	N	MP
SC_97458_48_24	N	EC
SC_97458_24_22	N	CM
SC_97458_61_63	N	CM
SC_97458_52_5	N	EC
SC_97458_51_4	N	SMC
SC_97458_35_64	N	CM
SC_97458_15_69	N	CM
SC_97458_26_47	N	CM
SC_97458_47_26	N	SMC
SC_97458_20_36	N	CM
SC_97458_24_4	N	EC
SC_97458_47_37	N	CM
SC_97458_43_63	N	CM
SC_97458_49_44	N	CM
SC_97458_19_53	N	EC
SC_97458_33_25	N	SMC
SC_97458_21_15	N	CM
SC_97458_43_39	N	CM
SC_97458_31_70	N	CM
SC_97458_6_40	N	CM
SC_97458_24_16	N	CM
SC_97458_65_6	N	EC
SC_97458_56_70	N	CM
SC_97458_25_49	N	EC
SC_97458_60_60	N	CM
SC_97458_28_63	N	CM
SC_97458_7_5	N	EC
SC_97458_30_37	N	CM
SC_97458_33_18	N	CM
SC_97458_48_40	N	CM
SC_97458_65_23	N	CM
SC_97458_67_19	N	CM
SC_97458_43_13	N	CM
SC_97458_17_34	N	EC
SC_97458_1_60	N	CM
SC_97458_18_36	N	CM
SC_97458_64_22	N	CM
SC_97458_54_34	N	EC
SC_97458_27_62	N	CM
SC_97458_15_40	N	CM
SC_97458_40_53	N	SMC
SC_97458_39_3	N	EC
SC_97458_14_54	N	SMC
SC_97458_68_70	N	CM
SC_97458_70_60	N	CM
SC_97458_6_66	N	CM
SC_97458_41_40	N	CM
SC_97458_15_23	N	CM
SC_97458_19_63	N	CM
SC_97458_15_1	N	EC
SC_97458_68_41	N	CM
SC_97458_35_66	N	CM
SC_97458_23_69	N	CM
SC_97458_36_47	N	CM
SC_97458_11_41	N	CM
SC_97458_50_46	N	CM
SC_97458_47_8	N	EC
SC_97458_30_2	N	EC
SC_97458_7_60	N	CM
SC_97458_21_21	N	CM
SC_97458_15_65	N	CM
SC_97458_2_28	N	MP
SC_97458_32_46	N	CM
SC_97458_45_37	N	CM
SC_97458_6_21	N	CM
SC_97458_71_54	N	SMC
SC_97458_5_24	N	EC
SC_97458_45_20	N	CM
SC_97458_44_16	N	CM
SC_97458_70_45	N	CM
SC_97458_19_0	N	EC
SC_97458_0_28	N	EC
SC_97458_12_14	N	CM
SC_97458_18_62	N	CM
SC_97458_24_30	N	MP
SC_97458_53_60	N	CM
SC_97458_10_57	N	EC
SC_97458_50_36	N	CM
SC_97458_34_5	N	CM
SC_97458_13_3	N	EC
SC_97458_42_60	N	EC
SC_97458_69_57	N	EC
SC_97458_22_25	N	EC
SC_97458_6_46	N	CM
SC_97458_60_70	N	CM
SC_97458_12_46	N	CM
SC_97458_54_19	N	CM
SC_97458_36_44	N	CM
SC_97458_18_15	N	CM
SC_97458_40_3	N	EC
SC_97458_13_11	N	EC
SC_97458_60_21	N	CM
SC_97458_28_68	N	CM
SC_97458_58_36	N	CM
SC_97458_20_18	N	CM
SC_97458_48_50	N	EC
SC_97458_23_46	N	CM
SC_97458_67_4	N	EC
SC_97458_37_1	N	SMC
SC_97458_42_33	N	EC
SC_97458_12_15	N	CM
SC_97458_40_49	N	EC
SC_97458_27_60	N	CM
SC_97458_25_30	N	EC
SC_97458_33_71	N	CM
SC_97458_35_35	N	EC
SC_97458_3_38	N	CM
SC_97458_26_13	N	CM
SC_97458_48_39	N	CM
SC_97458_2_37	N	CM
SC_97458_44_47	N	CM
SC_97458_12_47	N	CM
SC_97458_16_50	N	EC
SC_97458_69_5	N	SMC
SC_97458_63_50	N	EC
SC_97458_25_31	N	EC
SC_97458_3_40	N	CM
SC_97458_57_24	N	EC
SC_97458_11_49	N	MP
SC_97458_51_20	N	CM
SC_97458_60_0	N	SMC
SC_97458_36_10	N	SMC
SC_97458_43_16	N	CM
SC_97458_45_55	N	EC
SC_97458_22_17	N	CM
SC_97458_16_18	N	CM
SC_97458_38_5	N	EC
SC_97458_46_7	N	EC
SC_97458_61_3	N	EC
SC_97458_21_29	N	CM
SC_97458_49_48	N	EC
SC_97458_49_65	N	CM
SC_97458_23_31	N	EC
SC_97458_60_67	N	CM
SC_97458_64_11	N	EC
SC_97458_12_51	N	EC
SC_97458_13_1	N	EC
SC_97458_64_25	N	EC
SC_97458_56_29	N	EC
SC_97458_35_20	N	CM
SC_97458_12_45	N	CM
SC_97458_13_15	N	CM
SC_97458_27_47	N	CM
SC_97458_43_12	N	CM
SC_97458_32_69	N	CM
SC_97458_54_60	N	CM
SC_97458_47_48	N	FB
SC_97458_15_28	N	EC
SC_97458_58_10	N	SMC
SC_97458_15_15	N	CM
SC_97458_70_70	N	CM
SC_97458_44_41	N	FB
SC_97458_27_46	N	CM
SC_97458_56_42	N	CM
SC_97458_19_45	N	CM
SC_97458_64_41	N	CM
SC_97458_23_56	N	EC
SC_97458_44_33	N	EC
SC_97458_7_61	N	CM
SC_97458_63_14	N	CM
SC_97458_34_22	N	CM
SC_97458_47_34	N	EC
SC_97458_55_63	N	CM
SC_97458_15_41	N	CM
SC_97458_15_57	N	FB
SC_97458_45_2	N	EC
SC_97458_27_18	N	CM
SC_97458_62_69	N	CM
SC_97458_69_29	N	EC
SC_97458_23_33	N	EC
SC_97458_16_16	N	CM
SC_97458_59_68	N	CM
SC_97458_25_68	N	CM
SC_97458_23_3	N	SMC
SC_97458_13_59	N	MP
SC_97458_28_19	N	CM
SC_97458_39_27	N	SMC
SC_97458_67_41	N	CM
SC_97458_9_27	N	EC
SC_97458_55_9	N	EC
SC_97458_67_10	N	EC
SC_97458_43_37	N	CM
SC_97458_54_40	N	CM
SC_97458_52_0	N	EC
SC_97458_15_49	N	SMC
SC_97458_20_45	N	CM
SC_97458_20_52	N	EC
SC_97458_54_29	N	EC
SC_97458_39_36	N	CM
SC_97458_42_40	N	CM
SC_97458_33_32	N	EC
SC_97458_49_43	N	CM
SC_97458_50_45	N	CM
SC_97458_43_46	N	CM
SC_97458_15_50	N	EC
SC_97458_36_38	N	CM
SC_97458_45_35	N	FB
SC_97458_64_6	N	FB
SC_97458_52_59	N	EC
SC_97458_47_6	N	FB
SC_97458_49_68	N	CM
SC_97458_43_26	N	EC
SC_97458_18_14	N	CM
SC_97458_33_27	N	SMC
SC_97458_7_69	N	CM
SC_97458_54_10	N	FB
SC_97458_42_11	N	EC
SC_97458_18_10	N	SMC
SC_97458_17_66	N	CM
SC_97458_44_32	N	EC
SC_97458_11_20	N	CM
SC_97458_25_12	N	CM
SC_97458_29_32	N	FB
SC_97458_25_33	N	SMC
SC_97458_48_68	N	CM
SC_97458_63_69	N	CM
SC_97458_21_9	N	MP
SC_97458_61_38	N	CM
SC_97458_38_37	N	CM
SC_97458_28_67	N	CM
SC_97458_50_4	N	EC
SC_97458_69_40	N	CM
SC_97458_61_46	N	CM
SC_97458_15_56	N	EC
SC_97458_1_39	N	CM
SC_97458_9_69	N	CM
SC_97458_47_49	N	EC
SC_97458_35_17	N	CM
SC_97458_43_58	N	EC
SC_97458_36_41	N	CM
SC_97458_52_25	N	EC
SC_97458_51_60	N	CM
SC_97458_9_14	N	CM
SC_97458_9_18	N	CM
SC_97458_16_20	N	CM
SC_97458_44_68	N	CM
SC_97458_54_47	N	CM
SC_97458_21_32	N	SMC
SC_97458_44_18	N	CM
SC_97458_45_58	N	SMC
SC_97458_49_60	N	CM
SC_97458_14_65	N	CM
SC_97458_34_11	N	EC
SC_97458_21_39	N	CM
SC_97458_1_29	N	MP
SC_97458_34_9	N	EC
SC_97458_24_36	N	CM
SC_97458_52_69	N	MP
SC_97458_46_25	N	SMC
SC_97458_19_69	N	CM
SC_97458_43_1	N	EC
SC_97458_32_68	N	CM
SC_97458_57_2	N	EC
SC_97458_35_70	N	CM
SC_97458_18_24	N	EC
SC_97458_9_13	N	CM
SC_97458_30_16	N	CM
SC_97458_13_8	N	EC
SC_97458_64_14	N	CM
SC_97458_70_31	N	SMC
SC_97458_20_34	N	EC
SC_97458_51_71	N	CM
SC_97458_16_17	N	CM
SC_97458_3_24	N	EC
SC_97458_42_18	N	CM
SC_97458_18_44	N	CM
SC_97458_70_54	N	FB
SC_97458_45_24	N	EC
SC_97458_31_20	N	CM
SC_97458_12_61	N	CM
SC_97458_24_15	N	CM
SC_97458_22_15	N	CM
SC_97458_30_62	N	CM
SC_97458_15_67	N	CM
SC_97458_0_65	N	CM
SC_97458_29_46	N	CM
SC_97458_19_59	N	EC
SC_97458_16_71	N	CM
SC_97458_69_30	N	EC
SC_97458_12_8	N	SMC
SC_97458_18_65	N	CM
SC_97458_14_20	N	CM
SC_97458_51_0	N	SMC
SC_97458_14_1	N	FB
SC_97458_37_11	N	EC
SC_97458_5_68	N	CM
SC_97458_67_11	N	EC
SC_97458_21_17	N	CM
SC_97458_45_4	N	EC
SC_97458_21_37	N	CM
SC_97458_10_0	N	EC
SC_97458_44_15	N	CM
SC_97458_1_21	N	CM
SC_97458_17_24	N	FB
SC_97458_20_61	N	CM
SC_97458_53_45	N	CM
SC_97458_19_29	N	MP
SC_97458_14_40	N	CM
SC_97458_29_43	N	CM
SC_97458_14_50	N	EC
SC_97458_56_40	N	CM
SC_97458_18_39	N	CM
SC_97458_27_40	N	CM
SC_97458_52_63	N	CM
SC_97458_21_71	N	CM
SC_97458_51_50	N	SMC
SC_97458_46_33	N	EC
SC_97458_12_18	N	CM
SC_97458_48_42	N	CM
SC_97458_28_11	N	MP
SC_97458_5_22	N	MP
SC_97458_20_46	N	CM
SC_97458_25_41	N	CM
SC_97458_7_38	N	CM
SC_97458_57_60	N	CM
SC_97458_30_67	N	CM
SC_97458_32_29	N	SMC
SC_97458_64_40	N	CM
SC_97458_1_28	N	MP
SC_97458_51_57	N	EC
SC_97458_58_37	N	CM
SC_97458_13_63	N	CM
SC_97458_65_53	N	SMC
SC_97458_33_46	N	CM
SC_97458_65_3	N	SMC
SC_97458_14_3	N	EC
SC_97458_64_50	N	EC
SC_97458_1_13	N	CM
SC_97458_70_53	N	EC
SC_97458_70_59	N	SMC
SC_97458_20_21	N	CM
SC_97458_65_2	N	MP
SC_97458_56_47	N	CM
SC_97458_19_12	N	CM
SC_97458_55_48	N	SMC
SC_97458_28_15	N	CM
SC_97458_55_31	N	SMC
SC_97458_61_67	N	CM
SC_97458_71_10	N	SMC
SC_97458_20_15	N	CM
SC_97458_69_70	N	CM
SC_97458_7_19	N	SMC
SC_97458_29_22	N	CM
SC_97458_48_28	N	EC
SC_97458_50_1	N	EC
SC_97458_14_25	N	FB
SC_97458_7_65	N	CM
SC_97458_36_39	N	FB
SC_97458_45_9	N	SMC
SC_97458_8_41	N	CM
SC_97458_41_64	N	CM
SC_97458_34_43	N	CM
SC_97458_62_8	N	EC
SC_97458_25_28	N	EC
SC_97458_0_2	N	FB
SC_97458_17_65	N	CM
SC_97458_9_23	N	CM
SC_97458_29_19	N	CM
SC_97458_60_26	N	FB
SC_97458_66_54	N	EC
SC_97458_47_38	N	CM
SC_97458_60_58	N	EC
SC_97458_53_5	N	SMC
SC_97458_29_47	N	CM
SC_97458_10_37	N	CM
SC_97458_69_69	N	CM
SC_97458_52_31	N	SMC
SC_97458_18_23	N	CM
SC_97458_38_53	N	SMC
SC_97458_24_67	N	CM
SC_97458_41_28	N	EC
SC_97458_29_17	N	CM
SC_97458_63_29	N	SMC
SC_97458_15_11	N	EC
SC_97458_54_38	N	CM
SC_97458_18_42	N	CM
SC_97458_64_67	N	CM
SC_97458_30_61	N	CM
SC_97458_54_30	N	EC
SC_97458_24_14	N	CM
SC_97458_68_6	N	EC
SC_97458_52_64	N	CM
SC_97458_37_35	N	EC
SC_97458_25_9	N	EC
SC_97458_10_19	N	CM
SC_97458_0_8	N	EC
SC_97458_46_59	N	EC
SC_97458_60_17	N	CM
SC_97458_5_9	N	SMC
SC_97458_9_1	N	SMC
SC_97458_57_29	N	SMC
SC_97458_13_28	N	SMC
SC_97458_42_2	N	EC
SC_97458_71_63	N	CM
SC_97458_11_19	N	CM
SC_97458_68_51	N	SMC
SC_97458_51_47	N	CM
SC_97458_28_60	N	CM
SC_97458_37_62	N	CM
SC_97458_13_47	N	CM
SC_97458_24_33	N	EC
SC_97458_34_15	N	EC
SC_97458_34_45	N	CM
SC_97458_35_67	N	CM
SC_97458_28_17	N	CM
SC_97458_35_27	N	EC
SC_97458_4_4	N	EC
SC_97458_15_42	N	CM
SC_97458_53_55	N	MP
SC_97458_68_44	N	CM
SC_97458_6_1	N	EC
SC_97458_36_68	N	CM
SC_97458_31_64	N	CM
SC_97458_20_16	N	CM
SC_97458_8_42	N	CM
SC_97458_12_12	N	CM
SC_97458_51_2	N	SMC
SC_97458_17_4	N	EC
SC_97458_59_3	N	SMC
SC_97458_56_22	N	CM
SC_97458_15_17	N	CM
SC_97458_62_60	N	CM
SC_97458_23_59	N	EC
SC_97458_69_26	N	EC
SC_97458_45_34	N	EC
SC_97458_19_66	N	CM
SC_97458_17_38	N	CM
SC_97458_10_22	N	CM
SC_97458_43_52	N	EC
SC_97458_45_26	N	EC
SC_97458_51_65	N	CM
SC_97458_34_44	N	CM
SC_97458_34_60	N	CM
SC_97458_26_44	N	CM
SC_97458_48_3	N	EC
SC_97458_6_37	N	CM
SC_97458_30_48	N	SMC
SC_97458_15_47	N	CM
SC_97458_9_68	N	CM
SC_97458_21_67	N	CM
SC_97458_22_23	N	CM
SC_97458_62_71	N	CM
SC_97458_43_2	N	SMC
SC_97458_27_45	N	CM
SC_97458_42_63	N	CM
SC_97458_65_65	N	CM
SC_97458_62_1	N	SMC
SC_97458_64_42	N	CM
SC_97458_61_58	N	EC
SC_97458_44_40	N	CM
SC_97458_40_52	N	EC
SC_97458_35_60	N	CM
SC_97458_53_26	N	MP
SC_97458_26_6	N	EC
SC_97458_55_23	N	CM
SC_97458_22_28	N	EC
SC_97458_42_20	N	CM
SC_97458_66_13	N	CM
SC_97458_20_23	N	CM
SC_97458_46_13	N	CM
SC_97458_13_18	N	CM
SC_97458_64_16	N	CM
SC_97458_25_24	N	EC
SC_97458_28_12	N	CM
SC_97458_3_3	N	FB
SC_97458_0_70	N	CM
SC_97458_16_44	N	CM
SC_97458_66_12	N	CM
SC_97458_13_22	N	CM
SC_97458_49_30	N	SMC
SC_97458_52_52	N	EC
SC_97458_5_8	N	EC
SC_97458_68_49	N	EC
SC_97458_37_56	N	EC
SC_97458_26_34	N	EC
SC_97458_19_16	N	CM
SC_97458_32_53	N	SMC
SC_97458_64_7	N	SMC
SC_97458_26_32	N	SMC
SC_97458_57_1	N	SMC
SC_97458_24_51	N	EC
SC_97458_60_23	N	CM
SC_97458_11_64	N	CM
SC_97458_20_65	N	CM
SC_97458_66_49	N	EC
SC_97458_41_61	N	CM
SC_97458_62_38	N	CM
SC_97458_65_13	N	CM
SC_97458_12_49	N	MP
SC_97458_40_19	N	FB
SC_97458_47_61	N	CM
SC_97458_46_71	N	CM
SC_97458_38_2	N	SMC
SC_97458_24_70	N	CM
SC_97458_12_9	N	EC
SC_97458_70_6	N	EC
SC_97458_49_54	N	SMC
SC_97458_39_32	N	SMC
SC_97458_13_51	N	EC
SC_97458_26_24	N	EC
SC_97458_58_18	N	CM
SC_97458_40_35	N	EC
SC_97458_28_25	N	MP
SC_97458_32_8	N	SMC
SC_97458_61_30	N	EC
SC_97458_20_68	N	CM
SC_97458_58_25	N	EC
SC_97458_50_51	N	EC
SC_97458_50_71	N	CM
SC_97458_6_15	N	CM
SC_97458_2_24	N	EC
SC_97458_9_24	N	EC
SC_97458_61_2	N	SMC
SC_97458_37_29	N	EC
SC_97458_6_18	N	CM
SC_97458_28_46	N	CM
SC_97458_4_15	N	CM
SC_97458_39_4	N	EC
SC_97458_9_64	N	CM
SC_97458_46_14	N	CM
SC_97458_19_21	N	CM
SC_97458_22_47	N	CM
SC_97458_23_62	N	CM
SC_97458_0_52	N	EC
SC_97458_52_9	N	SMC
SC_97458_22_13	N	CM
SC_97458_36_30	N	EC
SC_97458_25_23	N	CM
SC_97458_68_19	N	CM
SC_97458_19_38	N	CM
SC_97458_28_44	N	CM
SC_97458_7_67	N	CM
SC_97458_14_2	N	EC
SC_97458_44_70	N	CM
SC_97458_31_47	N	CM
SC_97458_52_55	N	SMC
SC_97458_53_19	N	CM
SC_97458_33_3	N	SMC
SC_97458_10_13	N	CM
SC_97458_42_28	N	SMC
SC_97458_37_8	N	EC
SC_97458_64_61	N	CM
SC_97458_17_42	N	CM
SC_97458_63_66	N	CM
SC_97458_55_3	N	EC
SC_97458_28_64	N	CM
SC_97458_3_27	N	EC
SC_97458_59_8	N	SMC
SC_97458_11_37	N	CM
SC_97458_21_48	N	SMC
SC_97458_60_64	N	CM
SC_97458_15_16	N	CM
SC_97458_37_61	N	CM
SC_97458_61_70	N	CM
SC_97458_11_52	N	FB
SC_97458_46_47	N	CM
SC_97458_24_62	N	CM
SC_97458_6_4	N	EC
SC_97458_21_47	N	CM
SC_97458_44_1	N	EC
SC_97458_18_29	N	SMC
SC_97458_27_19	N	CM
SC_97458_41_29	N	EC
SC_97458_37_6	N	SMC
SC_97458_13_41	N	CM
SC_97458_54_4	N	FB
SC_97458_60_44	N	CM
SC_97458_8_62	N	CM
SC_97458_37_18	N	CM
SC_97458_2_38	N	CM
SC_97458_4_13	N	CM
SC_97458_42_24	N	EC
SC_97458_45_59	N	EC
SC_97458_21_33	N	EC
SC_97458_54_16	N	CM
SC_97458_20_69	N	CM
SC_97458_70_0	N	EC
SC_97458_51_38	N	CM
SC_97458_66_10	N	EC
SC_97458_52_65	N	EC
SC_97458_48_33	N	EC
SC_97458_50_41	N	CM
SC_97458_49_24	N	EC
SC_97458_42_52	N	EC
SC_97461_65_7	N	EC
SC_97461_30_32	N	EC
