label	cell_type
SC_96330_24_27	N	FB
SC_96330_9_29	N	CM
SC_96330_23_18	N	FB
SC_96330_3_46	N	CM
SC_96330_22_18	N	EC
SC_96330_19_26	N	EC
SC_96330_62_45	N	FB
SC_96330_56_1	N	SMC
SC_96330_19_42	N	SMC
SC_96330_45_33	N	CM
SC_96330_57_6	N	MP
SC_96330_60_27	N	EC
SC_96330_22_0	N	FB
SC_96330_54_8	N	EC
SC_96330_48_36	N	CM
SC_96330_45_71	N	CM
SC_96330_60_38	N	EC
SC_96330_48_38	N	CM
SC_96330_36_34	N	MP
SC_96330_26_45	N	EC
SC_96330_22_59	N	EC
SC_96330_57_3	N	CM
SC_96330_45_22	N	CM
SC_96330_62_53	N	MP
SC_96330_16_4	N	CM
SC_96330_15_8	N	CM
SC_96330_44_19	N	CM
SC_96330_61_11	N	EC
SC_96330_59_25	N	EC
SC_96330_7_54	N	CM
SC_96330_55_10	N	EC
SC_96330_62_6	N	EC
SC_96330_62_10	N	SMC
SC_96330_48_6	N	CM
SC_96330_23_17	N	FB
SC_96330_1_44	N	CM
SC_96330_58_30	N	FB
SC_96330_62_26	N	EC
SC_96330_23_42	N	EC
SC_96330_38_1	N	CM
SC_96330_21_28	N	CM
SC_96330_2_19	N	CM
SC_96330_40_31	N	CM
SC_96330_17_17	N	CM
SC_96330_24_59	N	EC
SC_96330_22_41	N	FB
SC_96330_46_0	N	CM
SC_96330_23_35	N	EC
SC_96330_55_37	N	EC
SC_96330_19_10	N	CM
SC_96330_61_9	N	MP
SC_96330_23_51	N	SMC
SC_96330_46_12	N	CM
SC_96330_51_14	N	CM
SC_96330_1_34	N	CM
SC_96330_60_32	N	EC
SC_96330_44_50	N	CM
SC_96330_3_29	N	CM
SC_96330_22_61	N	SMC
SC_96330_44_10	N	CM
SC_96330_12_3	N	CM
SC_96330_57_30	N	FB
SC_96330_44_11	N	CM
SC_96330_38_47	N	CM
SC_96330_44_3	N	CM
SC_96330_11_6	N	CM
SC_96330_55_59	N	FB
SC_96330_15_14	N	CM
SC_96330_19_65	N	EC
SC_96330_48_24	N	CM
SC_96330_18_19	N	EC
SC_96330_44_5	N	CM
SC_96330_23_16	N	EC
SC_96330_19_17	N	SMC
SC_96330_19_25	N	EC
SC_96330_61_63	N	EC
SC_96330_26_47	N	EC
SC_96330_19_20	N	EC
SC_96330_42_17	N	CM
SC_96330_21_15	N	SMC
SC_96330_56_11	N	EC
SC_96330_40_0	N	CM
SC_96330_39_7	N	CM
SC_96330_58_46	N	EC
SC_96330_56_21	N	EC
SC_96330_58_8	N	CM
SC_96330_56_20	N	MP
SC_96330_43_13	N	CM
SC_96330_36_23	N	CM
SC_96330_55_0	N	EC
SC_96330_58_48	N	EC
SC_96330_11_16	N	CM
SC_96330_62_39	N	FB
SC_96330_19_63	N	EC
SC_96330_5_44	N	CM
SC_96330_41_42	N	CM
SC_96330_15_1	N	CM
SC_96330_37_63	N	CM
SC_96330_57_65	N	EC
SC_96330_23_69	N	SMC
SC_96330_62_0	N	EC
SC_96330_37_30	N	CM
SC_96330_60_37	N	EC
SC_96330_58_64	N	CM
SC_96330_5_24	N	CM
SC_96330_56_2	N	EC
SC_96330_14_46	N	CM
SC_96330_55_16	N	CM
SC_96330_18_62	N	EC
SC_96330_5_33	N	CM
SC_96330_57_17	N	FB
SC_96330_10_12	N	CM
SC_96330_55_64	N	FB
SC_96330_6_34	N	CM
SC_96330_8_24	N	CM
SC_96330_60_70	N	EC
SC_96330_49_36	N	CM
SC_96330_18_71	N	EC
SC_96330_12_16	N	CM
SC_96330_60_30	N	EC
SC_96330_18_53	N	EC
SC_96330_43_7	N	CM
SC_96330_51_30	N	CM
SC_96330_19_40	N	EC
SC_96330_8_23	N	CM
SC_96330_10_68	N	CM
SC_96330_16_66	N	CM
SC_96330_59_30	N	EC
SC_96330_36_31	N	CM
SC_96330_17_27	N	FB
SC_96330_12_7	N	CM
SC_96330_18_61	N	EC
SC_96330_55_17	N	EC
SC_96330_4_25	N	CM
SC_96330_3_40	N	CM
SC_96330_42_34	N	CM
SC_96330_26_10	N	EC
SC_96330_39_22	N	CM
SC_96330_41_27	N	CM
SC_96330_61_6	N	EC
SC_96330_57_38	N	EC
SC_96330_52_34	N	CM
SC_96330_26_29	N	EC
SC_96330_18_9	N	EC
SC_96330_21_29	N	EC
SC_96330_59_43	N	EC
SC_96330_13_70	N	CM
SC_96330_42_62	N	CM
SC_96330_6_26	N	CM
SC_96330_37_20	N	CM
SC_96330_14_12	N	CM
SC_96330_14_21	N	CM
SC_96330_54_59	N	EC
SC_96330_52_42	N	CM
SC_96330_6_51	N	CM
SC_96330_44_41	N	CM
SC_96330_60_36	N	CM
SC_96330_62_33	N	SMC
SC_96330_39_31	N	SMC
SC_96330_58_34	N	SMC
SC_96330_42_27	N	CM
SC_96330_52_28	N	CM
SC_96330_9_34	N	CM
SC_96330_37_4	N	CM
SC_96330_25_65	N	EC
SC_96330_55_19	N	MP
SC_96330_59_59	N	FB
SC_96330_0_27	N	CM
SC_96330_62_69	N	EC
SC_96330_19_68	N	EC
SC_96330_14_33	N	CM
SC_96330_10_5	N	CM
SC_96330_55_44	N	EC
SC_96330_55_62	N	MP
SC_96330_56_14	N	FB
SC_96330_9_62	N	CM
SC_96330_7_11	N	CM
SC_96330_25_29	N	EC
SC_96330_15_43	N	CM
SC_96330_24_45	N	EC
SC_96330_16_1	N	CM
SC_96330_12_5	N	CM
SC_96330_23_12	N	EC
SC_96330_17_31	N	CM
SC_96330_18_70	N	EC
SC_96330_38_44	N	CM
SC_96330_52_16	N	CM
SC_96330_8_12	N	CM
SC_96330_26_68	N	FB
SC_96330_52_17	N	CM
SC_96330_19_6	N	EC
SC_96330_42_40	N	CM
SC_96330_37_45	N	CM
SC_96330_48_5	N	CM
SC_96330_56_71	N	SMC
SC_96330_0_43	N	CM
SC_96330_26_52	N	EC
SC_96330_42_11	N	CM
SC_96330_7_68	N	CM
SC_96330_9_0	N	CM
SC_96330_17_66	N	CM
SC_96330_44_32	N	CM
SC_96330_25_12	N	SMC
SC_96330_24_18	N	EC
SC_96330_25_33	N	SMC
SC_96330_19_24	N	EC
SC_96330_60_25	N	EC
SC_96330_44_38	N	CM
SC_96330_51_27	N	CM
SC_96330_57_31	N	FB
SC_96330_21_11	N	EC
SC_96330_38_45	N	CM
SC_96330_38_37	N	CM
SC_96330_25_26	N	SMC
SC_96330_48_37	N	CM
SC_96330_50_4	N	CM
SC_96330_57_9	N	FB
SC_96330_38_70	N	CM
SC_96330_37_32	N	CM
SC_96330_51_16	N	CM
SC_96330_44_7	N	CM
SC_96330_2_52	N	CM
SC_96330_49_31	N	CM
SC_96330_24_0	N	FB
SC_96330_24_6	N	MP
SC_96330_5_62	N	CM
SC_96330_14_7	N	CM
SC_96330_11_38	N	CM
SC_96330_43_0	N	CM
SC_96330_39_38	N	CM
SC_96330_19_69	N	EC
SC_96330_62_22	N	EC
SC_96330_6_12	N	CM
SC_96330_61_35	N	SMC
SC_96330_18_24	N	EC
SC_96330_0_34	N	CM
SC_96330_59_64	N	SMC
SC_96330_58_68	N	SMC
SC_96330_43_15	N	CM
SC_96330_6_28	N	CM
SC_96330_12_67	N	CM
SC_96330_5_15	N	CM
SC_96330_7_12	N	CM
SC_96330_13_48	N	CM
SC_96330_15_29	N	CM
SC_96330_42_23	N	CM
SC_96330_19_19	N	EC
SC_96330_53_4	N	CM
SC_96330_57_21	N	EC
SC_96330_11_47	N	CM
SC_96330_19_59	N	EC
SC_96330_14_20	N	CM
SC_96330_51_0	N	CM
SC_96330_26_53	N	FB
SC_96330_21_17	N	EC
SC_96330_45_4	N	CM
SC_96330_21_37	N	EC
SC_96330_51_31	N	CM
SC_96330_58_59	N	FB
SC_96330_4_41	N	CM
SC_96330_19_29	N	SMC
SC_96330_58_58	N	FB
SC_96330_10_45	N	CM
SC_96330_4_1	N	CM
SC_96330_24_53	N	EC
SC_96330_22_8	N	EC
SC_96330_18_39	N	EC
SC_96330_20_67	N	SMC
SC_96330_46_11	N	CM
SC_96330_56_62	N	EC
SC_96330_39_66	N	CM
SC_96330_54_26	N	CM
SC_96330_11_21	N	CM
SC_96330_61_39	N	SMC
SC_96330_4_10	N	CM
SC_96330_57_60	N	MP
SC_96330_59_33	N	SMC
SC_96330_19_11	N	SMC
SC_96330_3_51	N	CM
SC_96330_58_37	N	EC
SC_96330_46_30	N	CM
SC_96330_54_64	N	EC
SC_96330_42_13	N	CM
SC_96330_36_18	N	CM
SC_96330_12_33	N	CM
SC_96330_19_12	N	EC
SC_96330_61_28	N	FB
SC_96330_52_7	N	CM
SC_96330_10_23	N	CM
SC_96330_61_67	N	EC
SC_96330_20_15	N	FB
SC_96330_3_60	N	CM
SC_96330_60_22	N	FB
SC_96330_20_29	N	EC
SC_96330_55_65	N	EC
SC_96330_26_21	N	EC
SC_96330_10_3	N	SMC
SC_96330_60_7	N	FB
SC_96330_23_67	N	EC
SC_96330_4_18	N	CM
SC_96330_56_68	N	CM
SC_96330_56_64	N	EC
SC_96330_51_1	N	CM
SC_96330_39_17	N	CM
SC_96330_46_29	N	CM
SC_96330_60_26	N	SMC
SC_96330_12_2	N	CM
SC_96330_10_65	N	CM
SC_96330_62_40	N	EC
SC_96330_3_50	N	CM
SC_96330_54_12	N	FB
SC_96330_19_23	N	SMC
SC_96330_18_23	N	EC
SC_96330_24_67	N	EC
SC_96330_41_3	N	CM
SC_96330_41_28	N	CM
SC_96330_21_30	N	EC
SC_96330_18_67	N	EC
SC_96330_20_1	N	EC
SC_96330_61_59	N	EC
SC_96330_26_39	N	EC
SC_96330_54_35	N	EC
SC_96330_55_27	N	EC
SC_96330_20_66	N	EC
SC_96330_62_11	N	EC
SC_96330_23_11	N	FB
SC_96330_44_6	N	CM
SC_96330_36_48	N	CM
SC_96330_20_30	N	FB
SC_96330_20_50	N	EC
SC_96330_17_1	N	CM
SC_96330_58_11	N	SMC
SC_96330_38_6	N	CM
SC_96330_53_10	N	CM
SC_96330_44_20	N	CM
SC_96330_51_29	N	CM
SC_96330_12_31	N	CM
SC_96330_25_48	N	SMC
SC_96330_6_48	N	EC
SC_96330_39_0	N	CM
SC_96330_54_61	N	EC
SC_96330_6_1	N	CM
SC_96330_17_71	N	CM
SC_96330_41_14	N	CM
SC_96330_8_8	N	CM
SC_96330_38_33	N	CM
SC_96330_40_5	N	CM
SC_96330_44_9	N	CM
SC_96330_21_16	N	FB
SC_96330_55_35	N	EC
SC_96330_18_17	N	EC
SC_96330_22_52	N	EC
SC_96330_52_35	N	CM
SC_96330_19_66	N	EC
SC_96330_36_16	N	CM
SC_96330_8_59	N	CM
SC_96330_20_62	N	EC
SC_96330_23_19	N	SMC
SC_96330_45_26	N	CM
SC_96330_50_44	N	CM
SC_96330_21_66	N	MP
SC_96330_37_17	N	CM
SC_96330_23_52	N	SMC
SC_96330_9_68	N	CM
SC_96330_21_67	N	FB
SC_96330_17_8	N	CM
SC_96330_52_8	N	CM
SC_96330_25_1	N	MP
SC_96330_56_17	N	EC
SC_96330_22_19	N	SMC
SC_96330_62_66	N	EC
SC_96330_2_35	N	CM
SC_96330_57_35	N	EC
SC_96330_20_22	N	EC
SC_96330_25_43	N	CM
SC_96330_53_26	N	CM
SC_96330_14_10	N	CM
SC_96330_22_28	N	EC
SC_96330_61_56	N	EC
SC_96330_7_44	N	CM
SC_96330_58_27	N	EC
SC_96330_19_22	N	EC
SC_96330_59_6	N	SMC
SC_96330_61_13	N	SMC
SC_96330_48_43	N	CM
SC_96330_25_71	N	FB
SC_96330_56_27	N	EC
SC_96330_26_32	N	EC
SC_96330_60_55	N	FB
SC_96330_60_23	N	EC
SC_96330_41_60	N	CM
SC_96330_24_17	N	EC
SC_96330_61_64	N	EC
SC_96330_17_0	N	CM
SC_96330_3_25	N	CM
SC_96330_43_71	N	CM
SC_96330_40_40	N	CM
SC_96330_60_47	N	EC
SC_96330_38_2	N	CM
SC_96330_24_70	N	SMC
SC_96330_47_17	N	CM
SC_96330_40_1	N	CM
SC_96330_60_20	N	SMC
SC_96330_6_62	N	CM
SC_96330_9_3	N	CM
SC_96330_24_5	N	EC
SC_96330_21_18	N	FB
SC_96330_23_26	N	EC
SC_96330_57_57	N	FB
SC_96330_58_25	N	EC
SC_96330_6_45	N	CM
SC_96330_57_14	N	EC
SC_96330_37_29	N	CM
SC_96330_55_33	N	EC
SC_96330_50_16	N	CM
SC_96330_25_17	N	EC
SC_96330_45_19	N	CM
SC_96330_12_20	N	CM
SC_96330_46_14	N	CM
SC_96330_38_10	N	EC
SC_96330_61_15	N	SMC
SC_96330_10_25	N	CM
SC_96330_58_28	N	SMC
SC_96330_60_31	N	FB
SC_96330_57_15	N	SMC
SC_96330_53_19	N	CM
SC_96330_10_13	N	CM
SC_96330_37_8	N	CM
SC_96330_57_34	N	EC
SC_96330_47_15	N	CM
SC_96330_61_52	N	SMC
SC_96330_10_8	N	CM
SC_96330_48_2	N	CM
SC_96330_58_66	N	EC
SC_96330_58_52	N	EC
SC_96330_56_33	N	EC
SC_96330_4_40	N	CM
SC_96330_57_53	N	EC
SC_96330_24_7	N	EC
SC_96330_6_4	N	CM
SC_96330_24_69	N	SMC
SC_96330_59_61	N	EC
SC_96330_24_52	N	EC
SC_96330_22_4	N	CM
SC_96330_22_22	N	FB
SC_96330_18_29	N	SMC
SC_96330_60_44	N	EC
SC_96330_19_8	N	EC
SC_96330_40_25	N	FB
SC_96330_61_47	N	EC
SC_96330_21_64	N	EC
SC_96330_61_68	N	EC
SC_96330_41_25	N	CM
SC_96330_20_69	N	EC
SC_96330_60_16	N	FB
SC_96330_41_36	N	CM
SC_96337_56_36	N	FB
SC_96337_20_37	N	FB
SC_96337_8_5	N	CM
SC_96337_62_9	N	MP
SC_96337_41_63	N	CM
SC_96337_42_6	N	CM
SC_96337_60_9	N	EC
SC_96337_58_70	N	EC
SC_96337_5_7	N	CM
SC_96337_41_47	N	CM
SC_96337_37_27	N	MP
SC_96337_18_32	N	CM
SC_96337_41_52	N	CM
SC_96337_5_23	N	MP
SC_96337_37_21	N	CM
SC_96337_4_23	N	CM
SC_96337_8_48	N	CM
SC_96337_37_34	N	CM
SC_96337_25_16	N	MP
SC_96337_22_58	N	CM
SC_96337_3_14	N	CM
SC_96337_26_40	N	MP
SC_96337_42_10	N	CM
SC_96337_36_40	N	MP
SC_96337_20_27	N	CM
SC_96337_42_68	N	FB
SC_96337_8_43	N	CM
SC_96337_57_4	N	FB
SC_96337_39_40	N	CM
SC_96337_8_34	N	CM
SC_96337_43_43	N	CM
SC_96337_3_13	N	CM
SC_96337_54_9	N	SMC
SC_96337_56_52	N	SMC
SC_96337_38_26	N	CM
SC_96337_42_37	N	CM
SC_96337_62_10	N	EC
SC_96337_2_18	N	CM
SC_96337_55_34	N	EC
SC_96337_2_49	N	CM
SC_96337_26_19	N	EC
SC_96337_19_37	N	FB
SC_96337_23_51	N	SMC
SC_96337_42_71	N	CM
SC_96337_60_32	N	SMC
SC_96337_7_6	N	CM
SC_96337_42_12	N	CM
SC_96337_5_11	N	CM
SC_96337_7_3	N	CM
SC_96337_39_41	N	CM
SC_96337_26_22	N	EC
SC_96337_43_9	N	CM
SC_96337_41_34	N	CM
SC_96337_54_6	N	FB
SC_96337_55_13	N	SMC
SC_96337_44_3	N	CM
SC_96337_43_47	N	CM
SC_96337_19_65	N	SMC
SC_96337_43_25	N	CM
SC_96337_20_6	N	EC
SC_96337_19_17	N	CM
SC_96337_37_15	N	CM
SC_96337_44_26	N	CM
SC_96337_40_6	N	CM
SC_96337_7_41	N	CM
SC_96337_44_27	N	CM
SC_96337_42_35	N	CM
SC_96337_43_13	N	CM
SC_96337_1_60	N	CM
SC_96337_36_23	N	CM
SC_96337_18_30	N	CM
SC_96337_19_44	N	FB
SC_96337_43_17	N	CM
SC_96337_3_37	N	CM
SC_96337_42_26	N	CM
SC_96337_24_44	N	SMC
SC_96337_39_14	N	CM
SC_96337_39_47	N	CM
SC_96337_19_40	N	EC
SC_96337_40_49	N	CM
SC_96337_39_46	N	CM
SC_96337_36_31	N	CM
SC_96337_44_47	N	MP
SC_96337_4_16	N	CM
SC_96337_1_35	N	CM
SC_96337_5_36	N	CM
SC_96337_43_31	N	CM
SC_96337_4_49	N	CM
SC_96337_39_26	N	CM
SC_96337_2_6	N	CM
SC_96337_2_44	N	CM
SC_96337_26_29	N	FB
SC_96337_4_8	N	FB
SC_96337_41_8	N	CM
SC_96337_8_16	N	CM
SC_96337_37_33	N	CM
SC_96337_6_9	N	CM
SC_96337_7_24	N	CM
SC_96337_60_54	N	SMC
SC_96337_19_45	N	CM
SC_96337_8_40	N	CM
SC_96337_44_33	N	CM
SC_96337_7_2	N	CM
SC_96337_8_7	N	CM
SC_96337_1_23	N	CM
SC_96337_25_65	N	EC
SC_96337_55_9	N	SMC
SC_96337_24_66	N	CM
SC_96337_0_10	N	CM
SC_96337_3_17	N	EC
SC_96337_39_36	N	CM
SC_96337_42_16	N	CM
SC_96337_43_26	N	CM
SC_96337_7_23	N	CM
SC_96337_20_55	N	EC
SC_96337_44_38	N	CM
SC_96337_6_11	N	CM
SC_96337_37_49	N	CM
SC_96337_1_2	N	CM
SC_96337_25_44	N	SMC
SC_96337_1_53	N	CM
SC_96337_43_29	N	CM
SC_96337_6_35	N	CM
SC_96337_43_20	N	CM
SC_96337_43_45	N	CM
SC_96337_39_53	N	MP
SC_96337_43_15	N	CM
SC_96337_38_13	N	CM
SC_96337_57_52	N	EC
SC_96337_7_12	N	CM
SC_96337_5_35	N	CM
SC_96337_7_25	N	CM
SC_96337_19_19	N	EC
SC_96337_44_13	N	CM
SC_96337_44_15	N	CM
SC_96337_39_58	N	CM
SC_96337_2_67	N	CM
SC_96337_25_21	N	EC
SC_96337_61_57	N	SMC
SC_96337_39_28	N	EC
SC_96337_7_16	N	EC
SC_96337_3_28	N	CM
SC_96337_6_27	N	CM
SC_96337_38_9	N	CM
SC_96337_1_16	N	CM
SC_96337_1_13	N	CM
SC_96337_1_51	N	CM
SC_96337_2_47	N	CM
SC_96337_24_64	N	CM
SC_96337_39_33	N	CM
SC_96337_44_8	N	CM
SC_96337_36_39	N	CM
SC_96337_56_64	N	SMC
SC_96337_0_2	N	CM
SC_96337_40_11	N	CM
SC_96337_62_4	N	SMC
SC_96337_44_45	N	CM
SC_96337_2_13	N	CM
SC_96337_1_22	N	CM
SC_96337_5_9	N	CM
SC_96337_2_36	N	CM
SC_96337_36_48	N	CM
SC_96337_5_30	N	CM
SC_96337_0_6	N	CM
SC_96337_41_7	N	CM
SC_96337_38_6	N	CM
SC_96337_4_44	N	CM
SC_96337_24_33	N	EC
SC_96337_0_13	N	CM
SC_96337_36_15	N	CM
SC_96337_3_31	N	CM
SC_96337_6_14	N	CM
SC_96337_39_0	N	CM
SC_96337_0_40	N	CM
SC_96337_6_1	N	CM
SC_96337_8_42	N	CM
SC_96337_38_71	N	CM
SC_96337_38_28	N	CM
SC_96337_0_1	N	CM
SC_96337_37_17	N	CM
SC_96337_20_70	N	SMC
SC_96337_20_12	N	SMC
SC_96337_22_23	N	CM
SC_96337_43_2	N	CM
SC_96337_2_65	N	CM
SC_96337_59_31	N	EC
SC_96337_8_35	N	CM
SC_96337_43_11	N	CM
SC_96337_19_46	N	CM
SC_96337_44_34	N	CM
SC_96337_1_10	N	CM
SC_96337_42_36	N	CM
SC_96337_19_54	N	FB
SC_96337_60_10	N	EC
SC_96337_57_1	N	CM
SC_96337_1_30	N	FB
SC_96337_60_47	N	EC
SC_96337_41_1	N	CM
SC_96337_38_2	N	CM
SC_96337_55_21	N	EC
SC_96337_40_1	N	MP
SC_96337_40_23	N	CM
SC_96337_43_41	N	CM
SC_96337_8_15	N	CM
SC_96337_26_54	N	MP
SC_96337_22_13	N	SMC
SC_96337_8_47	N	CM
SC_96337_43_56	N	CM
SC_96337_36_30	N	CM
SC_96337_2_3	N	CM
SC_96337_42_28	N	CM
SC_96337_3_27	N	CM
SC_96337_4_40	N	CM
SC_96337_60_53	N	FB
SC_96337_18_29	N	CM
SC_96337_25_52	N	EC
SC_96337_38_32	N	MP
SC_96337_3_0	N	CM
SC_96337_21_64	N	SMC
SC_96337_24_35	N	SMC
SC_96337_8_29	N	CM
SC_96337_41_36	N	CM
SC_96352_69_44	N	CM
SC_96352_70_26	N	CM
SC_96352_26_20	N	CM
SC_96352_67_15	N	CM
SC_96352_68_1	N	CM
SC_96352_70_11	N	CM
SC_96352_71_53	N	CM
SC_96352_67_39	N	CM
SC_96352_58_70	N	CM
SC_96352_29_21	N	CM
SC_96352_71_43	N	CM
SC_96352_71_17	N	CM
SC_96352_57_20	N	CM
SC_96352_66_21	N	CM
SC_96352_29_16	N	CM
SC_96352_33_43	N	CM
SC_96352_34_51	N	CM
SC_96352_64_5	N	CM
SC_96352_57_70	N	CM
SC_96352_66_20	N	CM
SC_96352_32_36	N	CM
SC_96352_18_46	N	CM
SC_96352_66_15	N	CM
SC_96352_30_23	N	CM
SC_96352_70_18	N	CM
SC_96352_26_23	N	CM
SC_96352_70_38	N	CM
SC_96352_69_38	N	CM
SC_96352_56_21	N	CM
SC_96352_63_1	N	CM
SC_96352_28_20	N	EC
SC_96352_66_40	N	CM
SC_96352_69_68	N	CM
SC_96352_23_46	N	CM
SC_96352_67_4	N	CM
SC_96352_70_58	N	CM
SC_96352_70_36	N	CM
SC_96352_35_20	N	FB
SC_96352_66_64	N	CM
SC_96352_68_40	N	CM
SC_96352_67_32	N	CM
SC_96352_54_40	N	CM
SC_96352_34_42	N	CM
SC_96352_64_31	N	CM
SC_96352_23_12	N	CM
SC_96352_58_22	N	MP
SC_96352_26_71	N	CM
SC_96352_20_43	N	CM
SC_96352_35_45	N	CM
SC_96352_70_3	N	CM
SC_96352_29_38	N	CM
SC_96352_58_19	N	CM
SC_96352_35_28	N	CM
SC_96352_63_20	N	CM
SC_96352_35_30	N	CM
SC_96352_67_11	N	CM
SC_96352_27_59	N	CM
SC_96352_31_46	N	CM
SC_96352_63_23	N	CM
SC_96352_62_13	N	CM
SC_96352_32_35	N	CM
SC_96352_29_22	N	CM
SC_96352_31_23	N	CM
SC_96352_32_43	N	CM
SC_96352_63_9	N	CM
SC_96352_64_24	N	CM
SC_96352_69_69	N	CM
SC_96352_20_40	N	CM
SC_96352_71_63	N	CM
SC_96352_32_37	N	CM
SC_96352_63_12	N	CM
SC_96352_33_34	N	CM
SC_96352_23_19	N	CM
SC_96352_22_23	N	CM
SC_96352_60_43	N	CM
SC_96352_55_23	N	CM
SC_96352_68_16	N	FB
SC_96352_28_32	N	CM
SC_96352_61_37	N	CM
SC_96352_70_30	N	CM
SC_96352_32_47	N	CM
SC_96352_68_3	N	CM
SC_96352_33_50	N	CM
SC_96352_69_9	N	CM
SC_96352_71_3	N	CM
SC_96352_33_42	N	CM
SC_96352_64_23	N	CM
SC_96352_31_67	N	CM
SC_96352_25_23	N	CM
SC_96352_70_7	N	CM
SC_96352_33_69	N	CM
SC_96352_31_25	N	CM
SC_96352_69_22	N	CM
SC_96352_68_4	N	CM
SC_96352_33_17	N	CM
SC_96352_60_42	N	CM
SC_96352_32_1	N	CM
SC_96352_26_18	N	CM
SC_96352_27_21	N	CM
SC_96355_48_9	N	EC
SC_96355_46_18	N	EC
SC_96355_49_41	N	SMC
SC_96355_15_39	N	EC
SC_96355_11_43	N	EC
SC_96355_45_47	N	SMC
SC_96355_47_56	N	EC
SC_96355_49_5	N	EC
SC_96355_16_6	N	EC
SC_96355_48_8	N	FB
SC_96355_14_61	N	CM
SC_96355_3_45	N	CM
SC_96355_49_18	N	EC
SC_96355_12_41	N	CM
SC_96355_13_67	N	SMC
SC_96355_48_58	N	FB
SC_96355_46_45	N	FB
SC_96355_15_24	N	EC
SC_96355_7_0	N	FB
SC_96355_50_15	N	EC
SC_96355_9_29	N	EC
SC_96355_47_70	N	FB
SC_96355_9_61	N	FB
SC_96355_15_3	N	SMC
SC_96355_17_13	N	EC
SC_96355_13_4	N	SMC
SC_96355_13_16	N	SMC
SC_96355_16_28	N	SMC
SC_96355_13_7	N	EC
SC_96355_38_27	N	FB
SC_96355_48_6	N	EC
SC_96355_16_10	N	EC
SC_96355_10_49	N	SMC
SC_96355_38_56	N	CM
SC_96355_13_35	N	MP
SC_96355_47_67	N	EC
SC_96355_10_35	N	EC
SC_96355_51_67	N	SMC
SC_96355_47_37	N	SMC
SC_96355_48_61	N	MP
SC_96355_44_57	N	CM
SC_96355_49_40	N	EC
SC_96355_43_65	N	CM
SC_96355_16_53	N	MP
SC_96355_12_14	N	EC
SC_96355_10_12	N	FB
SC_96355_13_11	N	SMC
SC_96355_10_38	N	EC
SC_96355_8_23	N	CM
SC_96355_41_0	N	CM
SC_96355_48_39	N	EC
SC_96355_10_33	N	EC
SC_96355_14_0	N	FB
SC_96355_39_1	N	CM
SC_96355_16_41	N	FB
SC_96355_14_34	N	EC
SC_96355_47_55	N	SMC
SC_96355_45_1	N	EC
SC_96355_49_65	N	FB
SC_96355_14_12	N	EC
SC_96355_17_16	N	MP
SC_96355_16_33	N	SMC
SC_96355_52_66	N	MP
SC_96355_15_41	N	EC
SC_96355_49_47	N	EC
SC_96355_45_29	N	EC
SC_96355_9_27	N	SMC
SC_96355_9_7	N	CM
SC_96355_17_14	N	EC
SC_96355_11_61	N	EC
SC_96355_9_0	N	EC
SC_96355_14_4	N	SMC
SC_96355_45_49	N	EC
SC_96355_48_64	N	EC
SC_96355_11_69	N	EC
SC_96355_16_20	N	SMC
SC_96355_45_48	N	SMC
SC_96355_45_58	N	EC
SC_96355_49_60	N	MP
SC_96355_45_57	N	SMC
SC_96355_37_2	N	CM
SC_96355_14_8	N	FB
SC_96355_50_53	N	SMC
SC_96355_17_32	N	SMC
SC_96355_15_10	N	SMC
SC_96355_48_47	N	MP
SC_96355_39_53	N	CM
SC_96355_45_8	N	EC
SC_96355_47_57	N	EC
SC_96355_15_67	N	EC
SC_96355_14_40	N	SMC
SC_96355_10_47	N	EC
SC_96355_46_11	N	MP
SC_96355_12_18	N	FB
SC_96355_15_37	N	EC
SC_96355_49_63	N	EC
SC_96355_10_44	N	EC
SC_96355_14_6	N	EC
SC_96355_43_68	N	FB
SC_96355_17_44	N	EC
SC_96355_4_54	N	CM
SC_96355_53_7	N	SMC
SC_96355_50_1	N	FB
SC_96355_17_23	N	EC
SC_96355_48_34	N	EC
SC_96355_16_52	N	EC
SC_96355_9_12	N	SMC
SC_96355_47_38	N	SMC
SC_96355_13_34	N	EC
SC_96355_3_12	N	CM
SC_96355_10_19	N	EC
SC_96355_13_0	N	EC
SC_96355_10_1	N	MP
SC_96355_48_17	N	EC
SC_96355_50_13	N	SMC
SC_96355_9_50	N	FB
SC_96355_15_71	N	SMC
SC_96355_10_67	N	EC
SC_96355_10_70	N	SMC
SC_96355_51_65	N	SMC
SC_96355_10_30	N	EC
SC_96355_13_5	N	EC
SC_96355_11_5	N	SMC
SC_96355_13_60	N	EC
SC_96355_15_68	N	CM
SC_96355_11_22	N	MP
SC_96355_9_30	N	SMC
SC_96355_16_44	N	EC
SC_96355_5_2	N	CM
SC_96355_47_59	N	EC
SC_96355_8_61	N	CM
SC_96355_48_19	N	EC
SC_96355_47_61	N	EC
SC_96355_7_13	N	CM
SC_96355_12_9	N	EC
SC_96355_43_21	N	CM
SC_96355_17_50	N	FB
SC_96355_49_54	N	SMC
SC_96355_16_39	N	EC
SC_96355_10_50	N	SMC
SC_96355_10_24	N	SMC
SC_96355_9_64	N	EC
SC_96355_50_37	N	MP
SC_96355_2_3	N	CM
SC_96355_46_48	N	SMC
SC_96355_36_6	N	CM
SC_96355_3_67	N	CM
SC_96355_15_63	N	CM
SC_96355_48_2	N	SMC
